time,open,high,low,close,volume,amount
2019-09-27 10:20:00,1018.89184788,1020.633336,1018.04276412,1018.92650436,60884,71609648.0
2019-09-27 10:25:00,1018.900512,1019.55898512,1015.54749756,1017.05505444,41600,48888240.0
2019-09-27 10:30:00,1016.68249728,1021.066542,1016.63051256,1020.633336,57503,67649952.0
2019-09-27 10:35:00,1020.3734124,1024.1856252,1020.3734124,1024.1856252,108500,128027824.0
2019-09-27 10:40:00,1024.00367868,1024.60150296,1023.232572,1024.60150296,55000,65008304.0
2019-09-27 10:45:00,1024.67081592,1024.965396,1023.232572,1024.10764812,61200,72348368.0
2019-09-27 10:50:00,1024.10764812,1024.4455488,1023.232572,1023.2759792412,27575,32582512.0
2019-09-27 10:55:00,1023.2759792412,1023.2759792412,1019.1605222412,1019.5937282412,72400,85343472.0
2019-09-27 11:00:00,1019.5937282412,1019.5937282412,1018.0341,1019.49833628,30800,36225248.0
2019-09-27 11:05:00,1019.333718,1019.766924,1018.89184788,1019.75825988,41401,48712208.0
2019-09-27 11:10:00,1018.900512,1019.766924,1018.900512,1018.92650436,17700,20829008.0
2019-09-27 11:15:00,1018.92650436,1019.4810946812,1017.0377262,1017.2976498,28900,33963952.0
2019-09-27 11:20:00,1017.17635212,1018.900512,1017.17635212,1018.54528308,19927,23417648.0
2019-09-27 11:25:00,1018.54528308,1018.66658076,1017.15902388,1017.600894,21600,25376864.0
2019-09-27 11:30:00,1018.00810764,1018.00810764,1015.7035383612,1016.301276,16173,18984000.0
2019-09-27 13:05:00,1015.434864,1015.434864,1012.835628,1014.53379552,49360,57789504.0
2019-09-27 13:10:00,1014.4039203612,1015.434864,1012.835628,1015.434864,40050,46851712.0
2019-09-27 13:15:00,1015.71211584,1017.93013056,1015.7035383612,1017.93013056,21600,25344464.0
2019-09-27 13:20:00,1017.93013056,1017.93013056,1015.45219224,1015.85940588,15241,17885552.0
2019-09-27 13:25:00,1015.85940588,1015.86807,1014.6984138,1015.22692512,21319,24984016.0
2019-09-27 13:30:00,1015.22692512,1017.88680996,1015.22692512,1016.29261188,28000,32824272.0
2019-09-27 13:35:00,1016.29261188,1017.167688,1015.85940588,1017.167688,35300,41435296.0
